"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02410";"ITACOATIARA";3;3;"Governador";63351;206;24;0;230;45677;0;17674;"N";45677;42151;42151;42151;0;0;0;0;0;0;0;0;0;1002;2524;2524;0;0;"00:00:00";"06/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02690";"PARINTINS";4;3;"Governador";64053;212;13;0;225;42129;0;21924;"N";42129;37012;37012;37012;0;0;0;0;0;0;0;0;0;1549;3568;3568;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02151";"BOCA DO ACRE";14;3;"Governador";20192;65;4;0;69;12569;0;7623;"N";12569;11799;11799;11799;0;0;0;0;0;0;0;0;0;276;494;494;0;0;"00:00:00";"06/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02658";"NOVA OLINDA DO NORTE";28;3;"Governador";16558;47;1;0;48;10752;0;5806;"N";10752;10362;10362;10362;0;0;0;0;0;0;0;0;0;127;263;263;0;0;"00:00:00";"06/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02879";"URUCURITUBA";25;3;"Governador";11951;40;2;0;42;6773;0;5178;"N";6773;6437;6437;6437;0;0;0;0;0;0;0;0;0;133;203;203;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02550";"MANAUS";1;3;"Governador";92816;268;28;0;296;77410;0;15406;"N";77410;50073;50073;50073;0;0;0;0;0;0;0;0;0;3925;23412;23412;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02399";"IPIXUNA";45;3;"Governador";10556;33;5;0;38;5432;0;5124;"N";5432;5139;5139;5139;0;0;0;0;0;0;0;0;0;124;169;169;0;0;"00:00:00";"06/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02313";"ENVIRA";46;3;"Governador";11181;34;0;0;34;5751;0;5430;"N";5751;5555;5555;5555;0;0;0;0;0;0;0;0;0;96;100;100;0;0;"00:00:00";"06/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02356";"HUMAITÁ";17;3;"Governador";28360;83;20;0;103;16782;0;11578;"N";16782;14402;14402;14402;0;0;0;0;0;0;0;0;0;560;1820;1820;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02550";"MANAUS";40;3;"Governador";112678;288;4;0;292;96182;0;16496;"N";96182;74243;74243;74243;0;0;0;0;0;0;0;0;0;4463;17476;17476;0;0;"00:00:00";"06/08/2017"
