UF;Município;Faixa etária;Gênero;Grau de instrução;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;LÁBREA;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;5;0,7143;2;7;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;28;0,7;12;40;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;9;1;0;9;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;138;0,8961;16;154;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;13;0,6842;6;19;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;39;0,7358;14;53;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;62;0,7848;17;79;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;136;0,9067;14;150;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;LÊ E ESCREVE;2;1;0;2;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;FEMININO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;MASCULINO;ANALFABETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;10;0,8333;2;12;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;52;0,7429;18;70;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;25;0,7813;7;32;2025-04-29 22:31:40
AM;LÁBREA;18 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;101;0,8347;20;121;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;ANALFABETO;4;0,6667;2;6;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;20;0,8696;3;23;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;63;0,75;21;84;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;65;0,7222;25;90;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;111;0,74;39;150;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;LÊ E ESCREVE;2;0,5;2;4;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;FEMININO;SUPERIOR INCOMPLETO;0;0;2;2;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;MASCULINO;ANALFABETO;3;0,75;1;4;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;11;0,8462;2;13;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;55;0,7333;20;75;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;43;0,7963;11;54;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;105;0,7721;31;136;2025-04-29 22:31:40
AM;LÁBREA;19 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;2;0,5;2;4;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;ANALFABETO;1;0,3333;2;3;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;31;0,8857;4;35;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;67;0,7528;22;89;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;66;0,7765;19;85;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;137;0,774;40;177;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;LÊ E ESCREVE;3;0,75;1;4;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;ANALFABETO;6;0,8571;1;7;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;18;0,72;7;25;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;68;0,701;29;97;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;38;0,7451;13;51;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;114;0,7081;47;161;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;LÊ E ESCREVE;3;0,6;2;5;2025-04-29 22:31:40
AM;LÁBREA;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;ANALFABETO;7;0,5833;5;12;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;68;0,7556;22;90;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;261;0,7311;96;357;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;373;0,7803;105;478;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;362;0,7388;128;490;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;10;0,4545;12;22;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;SUPERIOR COMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;22;0,6471;12;34;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;ANALFABETO;16;0,5926;11;27;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;55;0,6875;25;80;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;194;0,6159;121;315;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;307;0,7974;78;385;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;332;0,668;165;497;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;7;0,5385;6;13;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;LÁBREA;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;15;0,7143;6;21;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;ANALFABETO;22;0,5238;20;42;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70;0,6931;31;101;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;307;0,758;98;405;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;609;0,7992;153;762;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;195;0,7303;72;267;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;29;0,7073;12;41;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;58;0,8056;14;72;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;61;0,7439;21;82;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;ANALFABETO;27;0,4355;35;62;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;61;0,6421;34;95;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;267;0,6593;138;405;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;545;0,8171;122;667;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;206;0,6754;99;305;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;11;0,44;14;25;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;30;0,8108;7;37;2025-04-29 22:31:40
AM;LÁBREA;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;50;0,8197;11;61;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;ANALFABETO;40;0,5263;36;76;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;54;0,806;13;67;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;309;0,8132;71;380;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;479;0,8433;89;568;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;135;0,8438;25;160;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;53;0,8281;11;64;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;91;0,8585;15;106;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;49;0,7778;14;63;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;ANALFABETO;51;0,4904;53;104;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;69;0,7841;19;88;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;350;0,7675;106;456;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;383;0,8184;85;468;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;117;0,75;39;156;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;57;0,6867;26;83;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;72;0,8276;15;87;2025-04-29 22:31:40
AM;LÁBREA;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;35;0,7955;9;44;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;ANALFABETO;102;0,6581;53;155;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;38;0,7755;11;49;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;298;0,8232;64;362;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;359;0,8527;62;421;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;87;0,7373;31;118;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;139;0,8854;18;157;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;121;0,8768;17;138;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;38;0,8444;7;45;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;ANALFABETO;82;0,5616;64;146;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;65;0,8025;16;81;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;324;0,7864;88;412;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;382;0,8802;52;434;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;89;0,7739;26;115;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;105;0,7836;29;134;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;86;0,835;17;103;2025-04-29 22:31:40
AM;LÁBREA;35 a 39 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;27;0,7714;8;35;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;ANALFABETO;133;0,6244;80;213;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;42;0,84;8;50;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;237;0,8618;38;275;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;246;0,8601;40;286;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;31;0,775;9;40;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;LÊ E ESCREVE;152;0,8;38;190;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;SUPERIOR COMPLETO;151;0,8882;19;170;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;FEMININO;SUPERIOR INCOMPLETO;32;0,9412;2;34;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;ANALFABETO;121;0,4481;149;270;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;48;0,8727;7;55;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;270;0,7714;80;350;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;225;0,8755;32;257;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;51;0,8226;11;62;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;LÊ E ESCREVE;172;0,7818;48;220;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;SUPERIOR COMPLETO;111;0,874;16;127;2025-04-29 22:31:40
AM;LÁBREA;40 a 44 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;21;0,84;4;25;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;ANALFABETO;126;0,6087;81;207;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;29;0,7632;9;38;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;188;0,8356;37;225;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;157;0,9181;14;171;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;23;0,9583;1;24;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;LÊ E ESCREVE;164;0,877;23;187;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;SUPERIOR COMPLETO;87;0,9063;9;96;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;FEMININO;SUPERIOR INCOMPLETO;10;0,9091;1;11;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;ANALFABETO;121;0,4959;123;244;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;22;0,7857;6;28;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;198;0,825;42;240;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;129;0,8658;20;149;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;26;0,8667;4;30;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;LÊ E ESCREVE;174;0,8208;38;212;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;SUPERIOR COMPLETO;77;0,9059;8;85;2025-04-29 22:31:40
AM;LÁBREA;45 a 49 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;ANALFABETO;135;0,6027;89;224;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;18;0,6923;8;26;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;140;0,8589;23;163;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;64;0,8649;10;74;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;16;0,8889;2;18;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;LÊ E ESCREVE;179;0,8443;33;212;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;SUPERIOR COMPLETO;46;0,8679;7;53;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;FEMININO;SUPERIOR INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;ANALFABETO;169;0,5729;126;295;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;19;0,9048;2;21;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;171;0,868;26;197;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;84;0,866;13;97;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;28;0,9032;3;31;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;LÊ E ESCREVE;212;0,8446;39;251;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;SUPERIOR COMPLETO;47;0,8704;7;54;2025-04-29 22:31:40
AM;LÁBREA;50 a 54 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;ANALFABETO;156;0,5612;122;278;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;14;0,6364;8;22;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;98;0,7597;31;129;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;39;0,8298;8;47;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;9;1;0;9;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;LÊ E ESCREVE;173;0,848;31;204;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;SUPERIOR COMPLETO;44;0,9565;2;46;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;FEMININO;SUPERIOR INCOMPLETO;4;0,6667;2;6;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;ANALFABETO;171;0,5151;161;332;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;21;0,913;2;23;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;115;0,8779;16;131;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;48;0,9057;5;53;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;8;0,8889;1;9;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;LÊ E ESCREVE;180;0,8295;37;217;2025-04-29 22:31:40
AM;LÁBREA;55 a 59 anos                  ;MASCULINO;SUPERIOR COMPLETO;21;0,9545;1;22;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;ANALFABETO;128;0,5;128;256;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;15;0,8824;2;17;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;57;0,7808;16;73;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;26;0,9286;2;28;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;LÊ E ESCREVE;138;0,807;33;171;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;SUPERIOR COMPLETO;14;0,7368;5;19;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;ANALFABETO;123;0,5041;121;244;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;22;0,88;3;25;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;84;0,7925;22;106;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;34;0,7727;10;44;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;151;0,8032;37;188;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;9;0,6;6;15;2025-04-29 22:31:40
AM;LÁBREA;60 a 64 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;ANALFABETO;104;0,4063;152;256;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;7;1;0;7;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;42;0,7636;13;55;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;10;0,9091;1;11;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;85;0,6693;42;127;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;SUPERIOR COMPLETO;15;0,7143;6;21;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;ANALFABETO;92;0,3948;141;233;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;52;0,8814;7;59;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;12;0,75;4;16;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;129;0,7457;44;173;2025-04-29 22:31:40
AM;LÁBREA;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;5;0,7143;2;7;2025-04-29 22:31:40
AM;LÁBREA;70 a 74 anos                  ;FEMININO;ANALFABETO;51;0,2318;169;220;2025-04-29 22:31:40
AM;LÁBREA;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;LÁBREA;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;10;0,4348;13;23;2025-04-29 22:31:40
