UF;Município;Faixa etária;Gênero;Grau de instrução;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;JUTAÍ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;186;0,6619;95;281;2025-04-29 22:31:40
AM;JUTAÍ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;215;0,7517;71;286;2025-04-29 22:31:40
AM;JUTAÍ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;155;0,6828;72;227;2025-04-29 22:31:40
AM;JUTAÍ;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;17;0,5862;12;29;2025-04-29 22:31:40
AM;JUTAÍ;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;8;0,8889;1;9;2025-04-29 22:31:40
AM;JUTAÍ;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;24;0,6;16;40;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;ANALFABETO;35;0,5469;29;64;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;16;0,7273;6;22;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;205;0,8135;47;252;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;226;0,7875;61;287;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;72;0,766;22;94;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;57;0,9048;6;63;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;34;0,68;16;50;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;9;0,45;11;20;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;ANALFABETO;15;0,3333;30;45;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;17;0,7391;6;23;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;172;0,6515;92;264;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;203;0,8088;48;251;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;69;0,7113;28;97;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;39;0,5909;27;66;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;37;0,8043;9;46;2025-04-29 22:31:40
AM;JUTAÍ;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;6;0,5455;5;11;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;ANALFABETO;54;0,5745;40;94;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;26;0,8667;4;30;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;145;0,8333;29;174;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;193;0,8355;38;231;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;48;0,75;16;64;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;91;0,7913;24;115;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;37;0,8222;8;45;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;8;0,6154;5;13;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;ANALFABETO;31;0,4366;40;71;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;17;0,7391;6;23;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;154;0,713;62;216;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;163;0,7913;43;206;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;52;0,7647;16;68;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;66;0,6111;42;108;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;29;0,7632;9;38;2025-04-29 22:31:40
AM;JUTAÍ;35 a 39 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;5;0,7143;2;7;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;ANALFABETO;53;0,53;47;100;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;10;0,5882;7;17;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;114;0,7808;32;146;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;119;0,844;22;141;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;32;0,8205;7;39;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;LÊ E ESCREVE;114;0,8571;19;133;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;SUPERIOR COMPLETO;45;0,9;5;50;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;FEMININO;SUPERIOR INCOMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;ANALFABETO;33;0,375;55;88;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;16;0,7619;5;21;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;160;0,7306;59;219;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;91;0,8053;22;113;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;47;0,7705;14;61;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;LÊ E ESCREVE;90;0,7317;33;123;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;SUPERIOR COMPLETO;48;0,8889;6;54;2025-04-29 22:31:40
AM;JUTAÍ;40 a 44 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;ANALFABETO;48;0,5517;39;87;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;11;0,8462;2;13;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;71;0,7634;22;93;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;64;0,8101;15;79;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;14;0,875;2;16;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;LÊ E ESCREVE;81;0,7788;23;104;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;SUPERIOR COMPLETO;41;0,8039;10;51;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;FEMININO;SUPERIOR INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;ANALFABETO;48;0,4848;51;99;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;13;0,7222;5;18;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;118;0,7662;36;154;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;59;0,8082;14;73;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;15;0,8333;3;18;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;LÊ E ESCREVE;84;0,7241;32;116;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;SUPERIOR COMPLETO;34;0,9444;2;36;2025-04-29 22:31:40
AM;JUTAÍ;45 a 49 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;ANALFABETO;51;0,4722;57;108;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;10;0,7143;4;14;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;56;0,8;14;70;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;37;0,8605;6;43;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;8;0,8889;1;9;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;LÊ E ESCREVE;80;0,8163;18;98;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;FEMININO;SUPERIOR COMPLETO;24;0,8276;5;29;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;ANALFABETO;49;0,4188;68;117;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;13;0,8125;3;16;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;95;0,754;31;126;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;31;0,8611;5;36;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;LÊ E ESCREVE;100;0,8065;24;124;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;SUPERIOR COMPLETO;22;1;0;22;2025-04-29 22:31:40
AM;JUTAÍ;50 a 54 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;ANALFABETO;42;0,3256;87;129;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;7;0,7;3;10;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;38;0,7755;11;49;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;13;0,8667;2;15;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;LÊ E ESCREVE;97;0,7951;25;122;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;SUPERIOR COMPLETO;10;0,7692;3;13;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;FEMININO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;ANALFABETO;41;0,3203;87;128;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;9;0,9;1;10;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;53;0,803;13;66;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;21;0,7778;6;27;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;7;1;0;7;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;LÊ E ESCREVE;84;0,866;13;97;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;SUPERIOR COMPLETO;12;1;0;12;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;55 a 59 anos                  ;NÃO INFORMADO;ANALFABETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;ANALFABETO;33;0,2821;84;117;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;2;0,4;3;5;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25;0,7353;9;34;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;11;0,8462;2;13;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;LÊ E ESCREVE;46;0,6479;25;71;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;FEMININO;SUPERIOR COMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;ANALFABETO;39;0,3645;68;107;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;7;1;0;7;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;39;0,8667;6;45;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;10;0,7692;3;13;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;80;0,8;20;100;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;JUTAÍ;60 a 64 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;FEMININO;ANALFABETO;20;0,1905;85;105;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;10;0,625;6;16;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;44;0,6984;19;63;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;ANALFABETO;13;0,1667;65;78;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;8;0,5714;6;14;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;3;0,5;3;6;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;66;0,7765;19;85;2025-04-29 22:31:40
AM;JUTAÍ;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;FEMININO;ANALFABETO;11;0,1264;76;87;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;4;0,5714;3;7;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;24;0,5333;21;45;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;MASCULINO;ANALFABETO;10;0,1124;79;89;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;3;0,5;3;6;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;3;0,5;3;6;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;42;0,5676;32;74;2025-04-29 22:31:40
AM;JUTAÍ;70 a 74 anos                  ;MASCULINO;SUPERIOR COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;FEMININO;ANALFABETO;3;0,0361;80;83;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;0;0;2;2;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;8;0,2963;19;27;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;MASCULINO;ANALFABETO;9;0,1429;54;63;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;3;0,375;5;8;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;MASCULINO;LÊ E ESCREVE;23;0,4259;31;54;2025-04-29 22:31:40
AM;JUTAÍ;75 a 79 anos                  ;NÃO INFORMADO;ANALFABETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;FEMININO;ANALFABETO;3;0,0469;61;64;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;FEMININO;LÊ E ESCREVE;2;0,1176;15;17;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;ANALFABETO;6;0,0984;55;61;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;2;0,2857;5;7;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;LÊ E ESCREVE;14;0,3784;23;37;2025-04-29 22:31:40
AM;JUTAÍ;80 a 84 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;FEMININO;ANALFABETO;1;0,0213;46;47;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;FEMININO;LÊ E ESCREVE;1;0,1111;8;9;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;FEMININO;NÃO INFORMADO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;FEMININO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;MASCULINO;ANALFABETO;2;0,0488;39;41;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;85 a 89 anos                  ;MASCULINO;LÊ E ESCREVE;2;0,1429;12;14;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;FEMININO;ANALFABETO;0;0;31;31;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;FEMININO;LÊ E ESCREVE;0;0;8;8;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;FEMININO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;MASCULINO;ANALFABETO;0;0;25;25;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;JUTAÍ;90 a 94 anos                  ;MASCULINO;LÊ E ESCREVE;2;0,08;23;25;2025-04-29 22:31:40
AM;JUTAÍ;95 a 99 anos                  ;FEMININO;ANALFABETO;0;0;22;22;2025-04-29 22:31:40
AM;JUTAÍ;95 a 99 anos                  ;FEMININO;LÊ E ESCREVE;0;0;9;9;2025-04-29 22:31:40
AM;JUTAÍ;95 a 99 anos                  ;MASCULINO;ANALFABETO;0;0;15;15;2025-04-29 22:31:40
AM;JUTAÍ;95 a 99 anos                  ;MASCULINO;LÊ E ESCREVE;0;0;10;10;2025-04-29 22:31:40
AM;LÁBREA;100 anos ou mais              ;FEMININO;ANALFABETO;1;0,0476;20;21;2025-04-29 22:31:40
AM;LÁBREA;100 anos ou mais              ;FEMININO;LÊ E ESCREVE;0;0;7;7;2025-04-29 22:31:40
AM;LÁBREA;100 anos ou mais              ;MASCULINO;ANALFABETO;0;0;27;27;2025-04-29 22:31:40
AM;LÁBREA;100 anos ou mais              ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;LÁBREA;100 anos ou mais              ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;LÁBREA;100 anos ou mais              ;MASCULINO;LÊ E ESCREVE;0;0;16;16;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;61;0,8472;11;72;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;MASCULINO;ANALFABETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;11;0,6875;5;16;2025-04-29 22:31:40
AM;LÁBREA;16 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;72;0,9114;7;79;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;FEMININO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;6;0,6;4;10;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;29;0,8056;7;36;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;10;0,9091;1;11;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;147;0,9074;15;162;2025-04-29 22:31:40
AM;LÁBREA;17 anos                       ;MASCULINO;ANALFABETO;1;0,3333;2;3;2025-04-29 22:31:40
